yn,id,cg,eg,re,ms,fw,cl,hw,ra,nc,se,ag,wc,ne,oc,dr
no,256814,1.67005368290408,e2,wto,kh,1.6458702,1.41291275754896,2.24,kvy,0.2,vrm,0.424268256506693,xv,kcr,lr,oi
yes,401380,1.70216623697014,e2,wto,lz,4.4751003,1.28878200035278,3.46,gmp,0.6,vrm,0.316233693171678,xv,jle,wg,oi
yes,140833,2.2352307042884,e2,pzv,im,0.98975154,1.35972133817128,3.74,kvy,0.6,jtl,0.447214229441579,pv,ydq,lr,oi
no,227576,1.62525390494187,e2,wto,lz,1.6857465,1.35071604368848,3.16,kvy,0.2,vrm,0.316233693171678,xv,ydq,al,oi
no,173623,1.86709460363852,e2,pzv,ls,13.134999,1.36124185323127,3.32,kvy,0.8,vrm,0.447214229441579,xv,kcr,lr,qe
no,173491,1.94665981925194,e2,pzv,lz,1.1012609,0,3.61,kvy,0.3,vrm,0.424268256506693,xv,ydq,lr,oi
no,586293,1.96121447112978,e2,wto,im,1.8528461,1.38340555440768,3.61,kvy,0,vrm,0.399999810107415,xv,rql,rk,oi
no,522778,1.65772150064944,e2,pzv,kh,1.3764674,1.39750116090345,1.73,kvy,0.3,vrm,0.408404143265358,pv,ydq,ey,oi
no,589620,1.68395285670728,e2,wto,im,1.2104736,1.37442547314151,3,gmp,0.6,vrm,0.316072512997894,li,ydq,jz,oi
no,103658,1.90628097201124,e2,wto,im,0.15207955,1.38508914756918,3.61,tdg,0.8,vrm,0.374163042929554,xv,ydq,lr,qe
no,45167,1.63375876458205,e2,wto,kh,0.9742665,1.32894242887467,2,tdg,1,vrm,0.399999810107415,li,rql,al,oi
yes,327689,2.11013399018789,e2,wto,lz,2.67881,1.38961423918815,3,kvy,1.8,vrm,0.447214229441579,xv,ydq,lr,oi
no,393782,1.43845744533903,e2,wto,im,3.0589193,1.3653764296666,0,kvy,0.5,vrm,0.386904977986405,xv,jle,al,oi
no,79753,1.85953653569216,e2,wto,ow,5.788006,1.38508914756918,3.61,gmp,1.6,vrm,0.374163042929554,pv,ydq,ey,oi
no,527154,1.6673865236423,e2,pzv,lz,0.26746423,1.36659727481154,3.32,kvy,0.3,vrm,0.316233693171678,pv,ydq,ey,oi
no,421170,1.53881864057975,e2,wto,kh,1.4869554,1.36646762255838,2.24,ojk,0.2,vrm,0.316072512997894,pv,jle,al,oi
no,50970,1.70691207329775,e2,wto,kh,0.077154819,1.35915961340276,3.46,kvy,0.7,vrm,0.374163042929554,xv,ydq,al,oi
yes,442111,1.73918105439002,e2,wto,kh,0.27275509,0,3.46,gmp,0.5,vrm,0.316233693171678,xv,kcr,ey,oi
yes,275180,2.29589904702795,e2,pzv,lz,0.43762704,0,3.46,kvy,1.7,vrm,0.489900191478104,xv,kcr,al,oi
no,327112,1.66379153858844,e2,ldi,im,1.4483989,1.41665867420198,3,kvy,0.2,vrm,0.374163042929554,xv,jle,rk,qe
no,350128,1.57201774270306,e2,wib,ow,0.8238414,1.35833462460462,2.65,gmp,1.1,vrm,0.316233693171678,pv,ydq,jz,oi
yes,482606,2.24901543807743,e2,pzv,kh,1.1991373,1.53991387761668,3.32,kvy,0.2,vrm,0.529146781431295,xv,ydq,al,oi
yes,434798,1.6621733751033,e2,wib,im,1.685059,1.28982576824029,3.46,kvy,0.7,jtl,0.316233693171678,xv,ydq,rk,oi
no,44539,1.5226635812167,e2,pzv,kh,4.2655146,1.3687910327232,0,kvy,0.2,vrm,0.3155872226109,pv,rql,ey,oi
no,557352,1.57883614039868,e2,pzv,im,2.2364272,1.38986957260897,1.73,kvy,0.3,vrm,0.422013980029279,xv,kcr,al,oi
no,469407,1.67475476973437,e2,wib,kh,1.5340192,0,3,kvy,0.1,vrm,0.316072512997894,xv,kcr,al,oi
no,20277,1.77471035148111,e2,wto,kh,0.34441361,0,3.46,gmp,0,vrm,0.374163042929554,xv,kcr,al,oi
yes,448740,2.55496046271772,e2,pzv,kh,0.53571287,1.42894527602834,3.46,kvy,0.9,jtl,0.547718551740173,gf,rql,al,oi
yes,574814,1.56848963605473,e2,wib,lz,0.14125841,1.35833462460462,3,kvy,1.1,vrm,0.316233693171678,pv,kcr,jz,oi
no,71279,1.73548898778772,e2,wto,lz,1.7624028,1.32480702233167,2.83,gmp,1,vrm,0.374163042929554,xv,jle,lr,oi
no,575978,1.84619854855172,e2,pzv,im,3.3154099,1.37947448834517,3.74,kvy,0.5,vrm,0.316233693171678,pv,jle,jz,oi
no,165013,1.74518367632395,e2,wib,kh,4.8299186,1.37455921891742,3.32,kvy,0.3,vrm,0.316233693171678,pv,ydq,jz,oi
yes,277728,1.99008086356532,e7,wto,lz,3.9321905,1.328638048868,3.74,kvy,0.9,vrm,0.387290745222102,xv,ydq,lr,oi
no,170399,1.76663878614976,e2,pzv,lz,0.11275921,1.3687910327232,3.74,kvy,0,vrm,0.316233693171678,xv,jle,al,oi
no,545506,1.78502335696289,e2,wto,im,1.7645019,1.40743963312431,2.65,kvy,0.5,vrm,0.399999810107415,xv,kcr,al,oi
no,36777,1.84142988655627,e2,wto,lz,0.81037321,1.29443955220559,3.74,kvy,0.4,vrm,0.316233693171678,gf,kcr,al,oi
yes,221526,2.11942835671987,e2,pzv,kh,5.9943361,1.37040878405576,3.32,kvy,0.6,vrm,0.447214229441579,pv,kcr,lr,oi
no,39444,1.76584779772655,e2,wto,im,1.4871621,1.37455921891742,3.32,gmp,0.2,vrm,0.316233693171678,gf,ydq,al,oi
no,518441,1.5689098738631,e2,wib,lz,0.12229878,1.35833462460462,2.65,gmp,0.3,vrm,0.316233693171678,xv,ydq,lr,oi
yes,255716,1.99374807657269,e6,pzv,ow,1.6855421,1.40865869992873,3.61,kvy,0.3,vrm,0.387290745222102,xv,kcr,al,qe
no,422294,1.73611317983492,e2,wto,yd,3.2878889,1.39750116090345,2.83,kvy,0.5,vrm,0.399999810107415,pv,jle,ey,oi
no,155358,1.7656544402524,e2,pzv,lz,3.6840682,1.35833462460462,3.74,kvy,0.5,vrm,0.316233693171678,pv,kcr,ey,oi
no,43109,1.72766785310113,e2,wto,lz,1.6610042,1.40620761932421,2.83,kvy,0.1,vrm,0.447214229441579,pv,jle,ey,oi
yes,551933,1.68729701758029,e2,wto,lz,2.2938717,1.32480702233167,2.45,kvy,0.6,jtl,0.374163042929554,xv,ydq,wg,oi
no,497727,1.7325614583129,e2,pzv,im,0.47424804,1.37549260872163,3.46,tdg,0,vrm,0.316233693171678,pv,jle,ey,oi
no,276897,1.99128808032114,e2,pzv,lz,0.91563336,1.32849060883339,3.74,kvy,0,vrm,0.374163042929554,pv,rql,al,oi
no,138936,1.7270968316678,e2,wto,lz,0.13040593,1.40620761932421,2.83,gmp,0.1,vrm,0.447214229441579,pv,jle,al,oi
no,234081,1.9520397674089,e2,pzv,ow,2.6669512,1.41856752389319,3,kvy,0,vrm,0.424268256506693,pv,jle,ey,oi
yes,254384,1.8879435260064,e6,pzv,kh,0.82283583,1.39039128431545,3.46,kvy,0.3,vrm,0.374163042929554,xv,ydq,al,oi
yes,557589,2.02160928926952,e2,wto,ow,1.4539679,1.40987630520931,3.61,ojk,0.2,vrm,0.424268256506693,xv,ydq,lr,oi
no,498555,1.49576936179236,e2,wto,kh,1.8797304,1.36400431446099,1,gmp,0.3,vrm,0.316072512997894,xv,rql,lr,oi
no,28462,1.85900855340994,e2,pzv,kh,0.047106617,1.38601092046659,3.61,gmp,0.4,vrm,0.374163042929554,pv,ydq,jz,oi
no,133181,1.69691811768063,e2,pzv,lz,0.12028464,1.35833462460462,3.46,kvy,0.3,vrm,0.316233693171678,pv,rql,jz,qe
no,494984,1.81454641666994,e2,wto,kh,2.3805246,1.36811099987823,3.61,kvy,0.2,vrm,0.374163042929554,xv,kcr,al,oi
yes,325616,1.60783266266898,e2,pzv,lz,0.79722474,1.30332300655734,2.83,kvy,0.2,vrm,0.316233693171678,xv,ydq,al,oi
yes,315556,2.62187064073601,e2,pzv,ls,0.068513027,1.53291651663818,3.46,kvy,0.4,vrm,0.547718551740173,pv,ydq,jz,oi
no,420907,1.70064143766298,e2,wto,kh,1.330728,1.35833462460462,3.46,kvy,0,vrm,0.316233693171678,xv,jle,al,oi
no,381756,1.74841385643731,e2,wto,ow,1.2551501,1.39077457234884,3.46,tdg,0.2,vrm,0.374163042929554,xv,ydq,al,oi
no,22289,1.49763316438909,e2,wib,kh,1.7387964,1.36193971539775,1.73,tdg,1.2,vrm,0.316072512997894,xv,ydq,lr,oi
yes,529532,1.66175313757362,e2,wto,yd,4.4645399,1.38079052238892,2,gmp,0.7,vrm,0.374163042929554,pv,ydq,qt,oi
no,483651,1.61822974496746,e2,wib,kh,0.091866904,1.36193971539775,3,kvy,0.2,vrm,0.316233693171678,xv,kcr,al,oi
yes,566328,1.71538932382495,e2,pzv,ls,0.47415784,1.35833462460462,3.61,tdg,0.5,vrm,0.316233693171678,pv,jle,jl,oi
no,481333,1.68942292727813,e2,wto,kh,1.2162046,1.36850751819221,3.32,kvy,0,vrm,0.316233693171678,pv,ydq,jl,oi
no,58698,1.68701305684897,e2,wto,im,0.9830307,1.40743963312431,2,kvy,0,vrm,0.399506082093302,pv,jle,qt,qe
no,118863,1.62415751507161,e2,pzv,im,0.77293713,1.3687910327232,3.16,kvy,0,vrm,0.316233693171678,pv,ydq,jl,oi
yes,287538,1.77735535438842,e2,wto,lz,2.5577754,1.38508914756918,3.32,gmp,0,jtl,0.374163042929554,xv,kcr,lr,oi
no,342101,1.6118750977349,e2,wto,lz,0.35300104,1.36193971539775,2.83,gmp,0,vrm,0.316233693171678,pv,ydq,al,oi
no,594657,1.71260162360145,e2,wto,kh,2.717993,1.36152336965101,3.32,kvy,0.5,vrm,0.316233693171678,pv,rql,lr,oi
no,579266,2.12168250084258,e2,pzv,lz,1.8070569,1.35426212104138,3.61,kvy,0.4,vrm,0.424268256506693,pv,ydq,ey,oi
no,31551,1.8500314964866,e2,wto,lz,3.6259825,1.41291275754896,2.83,gmp,0,vrm,0.424268256506693,xv,jle,al,oi
no,325997,1.82490555420976,e2,wto,lz,0.2201575,0,3.61,kvy,0,vrm,0.316233693171678,xv,ydq,al,oi
yes,149,1.84942694861793,e4,wto,ls,0.87462491,1.3181193869898,3.61,ojk,0.2,vrm,0.316233693171678,pv,ydq,al,oi
no,575784,1.41888422125246,e2,wib,kh,1.0759492,0,0,kvy,0.2,jtl,0.315273434026044,li,kcr,rk,qe
yes,277076,1.94345335651531,e2,wto,ow,3.7033851,1.34233928093054,3.61,kvy,0.3,vrm,0.399999810107415,xv,jle,al,qe
no,4229,1.86665282695588,e2,pzv,lz,0.47376432,1.31144630096247,3.74,kvy,0.4,vrm,0.316233693171678,xv,ydq,al,oi
yes,254295,2.00968660627767,e2,pzv,ay,0.8157875,0,3.61,kvy,0.2,jtl,0.424268256506693,gf,jle,wg,oi
no,586481,2.09183413062226,e2,pzv,lz,4.4663477,1.35426212104138,3.74,gmp,1.8,jtl,0.424268256506693,pv,kcr,jz,oi
no,473621,1.77528536289739,e2,wto,kh,1.5796218,1.39750116090345,2.83,kvy,0.3,vrm,0.399999810107415,pv,kcr,jz,oi
no,563151,1.86296047124524,e2,wto,yd,0.17533948,1.38209457532609,3.16,gmp,1.2,vrm,0.374163042929554,pv,jle,ey,oi
no,61591,1.70521360636474,e2,wto,im,3.3622876,1.38871426075343,3.32,gmp,0.2,vrm,0.374163042929554,xv,kcr,al,qe
no,137194,1.52123881385954,e2,wib,ow,1.844208,1.35833462460462,2.24,kvy,0.2,vrm,0.316233693171678,li,ydq,al,oi
no,120958,1.80585711248114,e2,pzv,ow,3.8223997,1.40136547544943,3.16,kvy,0.4,vrm,0.399999810107415,xv,ydq,al,oi
no,563017,1.50492032710046,e2,wto,lz,3.2892202,1.33764109120027,1,kvy,0.2,vrm,0.399754899933854,li,kcr,lr,oi
yes,186755,2.12018591919216,e2,pzv,im,2.5848111,1.40125349591014,2.83,kvy,1.3,vrm,0.591602217232959,xv,jle,lr,oi
no,557115,1.61929202299636,e2,wto,kh,2.1078313,1.38871426075343,2.45,kvy,0.4,vrm,0.316233693171678,li,kcr,al,oi
yes,208403,1.909820031167,e2,wto,ow,1.0036199,1.38209457532609,3,kvy,0.3,jtl,0.387290745222102,gf,ydq,lr,oi
no,276492,1.73333389502296,e2,wto,im,3.9266582,1.38549103600691,3,kvy,0.5,vrm,0.374163042929554,gf,kcr,jz,oi
no,443374,1.98649933677208,e2,pzv,ls,2.9070421,1.32849060883339,3.74,kvy,0,vrm,0.374163042929554,xv,ydq,al,oi
no,513569,1.67595501408184,e2,wto,kh,0.12875843,1.28878200035278,3.32,kvy,0,vrm,0.316233693171678,xv,kcr,al,qe
no,593650,1.58201371239207,e2,wib,ay,2.2457153,1.35071604368848,2.83,kvy,0,vrm,0.316233693171678,pv,ydq,qt,oi
no,192016,1.73093101391539,e2,wto,ow,3.956482,1.32000313225935,2.24,gmp,0.6,vrm,0.399999810107415,xv,ydq,lr,oi
yes,178521,1.77432990771753,e2,wto,ls,1.3821773,1.39267989076105,3.46,kvy,1.6,vrm,0.374163042929554,xv,ydq,lr,oi
no,519596,1.65285531699319,e2,wib,lz,0.015211986,1.34204782708102,1.73,kvy,0.2,vrm,0.446996355902661,pv,jle,lr,oi
no,511455,1.51528228254109,e2,wib,lz,1.6593895,1.3626328467595,1,kvy,0.3,vrm,0.3155872226109,pv,ydq,ey,qe
no,32655,1.57026058952938,e2,pzv,kh,0.52415074,1.3788221115358,2,kvy,0,vrm,0.316072512997894,pv,jle,ey,oi
yes,172954,1.67143010765853,e1,wto,ow,3.5567445,1.32923559704322,3.16,gmp,0.6,vrm,0.316233693171678,xv,ydq,jz,oi
no,567825,1.69844360836428,e2,pzv,lz,2.2274854,1.328638048868,3,kvy,0.4,vrm,0.374163042929554,xv,ydq,rk,oi
no,319490,1.84789302721863,e2,ldi,lz,0.16330077,1.41892108952124,3.32,kvy,0.1,vrm,0.374163042929554,pv,kcr,ey,oi
no,282624,1.82673965499911,e2,wto,lz,0.6080414,1.37107640058953,3.61,kvy,1,vrm,0.316233693171678,pv,ydq,lr,oi
yes,279149,1.90545107191441,e2,wto,hf,2.1812355,1.40520864984093,3.32,kvy,0,jtl,0.424268256506693,pv,kcr,jz,oi
yes,188655,1.91091135742922,e2,wto,lz,1.8216561,1.38209457532609,3,gmp,1.4,vrm,0.374163042929554,pv,jle,jz,qe
yes,199000,1.88830254570504,e2,wto,lz,3.1530905,1.32480702233167,3.74,gmp,0.4,vrm,0.399999810107415,xv,kcr,lr,oi
no,39676,1.7545150844076,e2,wto,hf,0.50681465,1.38261416296948,2.65,tdg,1,vrm,0.399999810107415,pv,ydq,jz,oi
no,581082,1.63953964021939,e2,wto,kh,0.99628342,1.39050762601055,2.24,kvy,0.7,vrm,0.424268256506693,xv,ydq,lr,oi
no,526944,1.6053962806139,e2,wib,kh,0.40030631,1.35833462460462,3.16,kvy,0.2,vrm,0.316233693171678,pv,ydq,ey,oi
no,185487,1.68301818754412,e2,wto,lz,0.75818287,1.28878200035278,3.46,kvy,0.7,vrm,0.316233693171678,xv,jle,al,oi
yes,43462,1.94644818072078,e2,pzv,hf,2.3368865,1.34204782708102,3,kvy,0.5,jtl,0.424268256506693,xv,ydq,rk,oi
no,380485,1.77836808375008,e2,wto,kh,5.9000804,1.38508914756918,3.32,kvy,0.2,vrm,0.374163042929554,pv,ydq,jz,oi
no,430226,1.61343214519667,e2,wto,ow,0.072660838,1.29443955220559,2.83,kvy,0.7,vrm,0.316233693171678,xv,kcr,al,oi
no,109494,1.71760575504322,e2,wto,lz,1.1491575,1.41291275754896,2.65,kvy,0.4,vrm,0.424268256506693,pv,ydq,ey,oi
yes,460891,2.02213078291274,e2,wto,ls,1.4844517,1.38196538242637,3.46,ojk,0.3,vrm,0.447214229441579,gf,rql,lr,qe
yes,436927,2.34366382285555,e2,pzv,lz,2.803548,1.34999514437194,3.74,gmp,0.9,vrm,0.447214229441579,xv,ydq,lr,oi
no,414139,1.98577464926153,e2,pzv,lz,1.193465,1.38171036006786,3.74,kvy,0,vrm,0.374163042929554,xv,kcr,lr,oi
no,72323,1.68369783433096,e2,pzv,kh,2.6585306,1.3687910327232,3.46,tdg,0.9,vrm,0.316233693171678,pv,jle,jz,oi
no,198539,1.50328739271611,e2,wib,ow,1.2988184,1.36400431446099,1.73,kvy,0.6,vrm,0.316072512997894,xv,kcr,lr,oi
yes,407463,2.56852378611915,e6,pzv,ow,0.47500264,1.4562846790081,3.61,kvy,0,jtl,0.447214229441579,xv,ydq,lr,oi
yes,89588,2.3106625944513,e2,pzv,ls,0.49797175,1.38885048188839,3.74,kvy,1.5,jtl,0.399999810107415,xv,ydq,rk,oi
yes,506569,1.62217959688527,e2,wib,im,0.20698733,1.28878200035278,3.32,kvy,0.3,jtl,0.316233693171678,xv,ydq,lr,oi
no,184862,1.96686578747102,e2,pzv,lz,2.6881331,1.4,3.16,kvy,1.4,vrm,0.424268256506693,xv,kcr,lr,oi
no,169325,1.51172233309614,e6,wto,ls,4.4129542,0,0,kvy,0.4,vrm,0.397490124946514,xv,jle,al,oi
yes,1174,1.7484462071987,e6,pzv,ls,1.3293289,1.30082395547467,3.46,kvy,0.4,jtl,0.374163042929554,xv,ydq,al,oi
no,61299,1.64005484939415,e2,pzv,im,3.2111675,1.36659727481154,2.83,kvy,0.4,vrm,0.374163042929554,xv,ydq,al,oi
no,420459,1.78268210260193,e2,wto,im,2.0840024,1.36850751819221,3.61,kvy,0,vrm,0.399999810107415,gf,kcr,al,oi
no,266753,1.4589445824307,e2,wto,kh,2.4804647,1.28982576824029,1,kvy,0.5,jtl,0.315273434026044,li,rql,al,oi
yes,590785,3.05415123887086,e2,wto,ls,4.6161023,0,3.61,kvy,0.8,jtl,0.599999155040942,gf,jle,lr,qe
no,571151,1.69260166189283,e2,wto,im,2.0043911,1.35833462460462,3.46,kvy,0.3,vrm,0.316233693171678,xv,ydq,lr,qe
no,391691,1.91787614432839,e2,pzv,kh,0.77593054,1.40175026249348,3.74,tdg,0.2,vrm,0.399999810107415,xv,ydq,lr,oi
no,160866,1.78057280274807,e2,pzv,im,0.88480822,0,3.61,kvy,0.6,vrm,0.360547810422435,pv,kcr,jz,oi
yes,197930,1.83649359976671,e2,wto,ow,1.5980778,1.39267989076105,3.46,kvy,0.5,jtl,0.374163042929554,pv,rql,qt,oi
yes,570009,1.82970217296138,e2,pzv,ow,1.8529846,1.39077457234884,3.61,gmp,0,vrm,0.374163042929554,pv,kcr,me,oi
no,250082,1.83816753246827,e2,wto,kh,0.28641119,1.42461583462682,3.16,kvy,1.2,vrm,0.447214229441579,xv,ydq,lr,qe
no,470387,1.63428686515449,e2,pzv,lz,0.15786478,1.3687910327232,3.16,kvy,0.2,vrm,0.316233693171678,xv,ydq,al,oi
no,466934,1.818483699429,e2,pzv,im,2.2062631,1.3780273377427,3.16,kvy,0.2,vrm,0.399999810107415,xv,kcr,lr,oi
no,85921,1.77412404202694,e2,wto,im,0.16269592,1.32124670722583,3.32,kvy,0.8,vrm,0.374163042929554,xv,ydq,jl,oi
yes,544199,2.6212988398788,e2,wto,ow,2.0811417,1.5010069369792,3.16,kvy,0.7,vrm,0.547718551740173,pv,jle,pw,oi
yes,286673,1.76941423998744,e2,wto,hf,2.444233,1.36850751819221,3.61,gmp,0.4,vrm,0.316233693171678,xv,ydq,al,qe
yes,505720,1.97423148551563,e8,pzv,ls,0.50752766,1.36674564363031,3.46,kvy,0.7,vrm,0.447214229441579,xv,ydq,lr,qe
no,164343,1.96185490921133,e2,wib,lz,1.6141987,1.35356244766336,3.61,gmp,0,vrm,0.374163042929554,xv,jle,lr,oi
no,24463,1.90532087239574,e2,pzv,lz,0.41372115,1.32078143463749,3.61,kvy,0,vrm,0.316233693171678,xv,kcr,al,qe
no,221798,1.58216320170777,e2,wib,ay,0.006031832,1.39077457234884,2.45,kvy,0.4,vrm,0.374163042929554,pv,ydq,jz,oi
yes,160282,1.63524934418904,e2,wto,lz,2.0624488,1.39077457234884,2.83,kvy,0.5,vrm,0.374163042929554,xv,jle,lr,oi
no,448117,1.47167377605798,e2,wto,hf,4.1610988,1.36674564363031,0,kvy,0.5,jtl,0.399754899933854,li,ydq,al,oi
yes,215803,1.95264238176355,e2,pzv,yd,1.3170752,1.37656724385525,2.65,kvy,0.2,jtl,0.447214229441579,xv,jle,lr,oi
no,111823,1.57180227108947,e2,wib,hf,1.0461124,1.35833462460462,2.65,kvy,1.4,vrm,0.316233693171678,pv,jle,lr,oi
no,15172,1.63973014231219,e2,wib,im,2.2421467,1.34726648997435,3.32,gmp,0.4,vrm,0.316233693171678,xv,ydq,lr,qe
yes,355747,1.86765931548347,e2,wto,yd,0.67989507,1.32985250329769,3,tdg,0.9,jtl,0.374163042929554,xv,rql,lr,oi
no,156017,1.55685059472941,e2,wib,kh,2.5425953,1.35566699066653,2.65,gmp,0.3,vrm,0.316072512997894,xv,ydq,al,qe
no,266179,1.48545045617233,e2,wto,im,2.0494987,1.37013145801966,0,ojk,0.3,vrm,0.315273434026044,pv,jle,ey,oi
no,446244,1.77414460615799,e2,wto,ls,0.54549246,1.39114464362964,3.16,kvy,0.3,vrm,0.399999810107415,xv,ydq,lr,oi
no,204002,1.85501208034461,e2,wto,lz,0.11869633,1.42720121647415,3,kvy,0,vrm,0.447214229441579,xv,ydq,al,oi
yes,537909,1.95319360721214,e8,pzv,lz,0.46411878,1.33615336831498,3.61,kvy,0,vrm,0.387290745222102,xv,jle,lr,oi
no,267488,1.71524485472858,e2,wto,kh,4.0299132,1.36152336965101,3.32,kvy,0.5,vrm,0.316233693171678,xv,ydq,lr,oi
no,503343,1.72872348754516,e2,pzv,kh,1.636298,1.37549260872163,3.46,kvy,0.4,vrm,0.374163042929554,pv,ydq,jl,oi
no,273981,1.7641025219226,e2,wto,lz,0.29846661,1.37107640058953,3.74,kvy,0.2,vrm,0.316233693171678,xv,ydq,lr,oi
no,491457,1.48001922031452,e2,wib,kh,1.4409769,1.34999514437194,2,kvy,0.5,vrm,0.316072512997894,pv,kcr,jl,qe
no,306496,1.65019704044921,e2,pzv,kh,0.31068277,1.36659727481154,2.83,kvy,0.4,vrm,0.374163042929554,xv,jle,lr,oi
no,151250,1.77298984997616,e2,pzv,ow,1.0720025,1.43069371975862,2.45,kvy,0.7,vrm,0.447214229441579,pv,ydq,ey,oi
no,504623,1.91522172220411,e2,wto,lz,1.6022919,1.35071604368848,3.16,kvy,0.9,vrm,0.424268256506693,xv,jle,al,oi
no,136123,1.69767969131353,e2,wto,kh,1.9028728,1.38871426075343,3,kvy,0.3,vrm,0.374163042929554,xv,jle,lr,oi
no,40219,1.60985430840264,e2,wto,lz,1.6650493,1.33881871593266,2.65,kvy,0.9,vrm,0.374163042929554,xv,ydq,lr,oi
no,373798,1.96984804899437,e2,wto,kh,1.2163306,1.42566765443365,3.32,kvy,1.3,vrm,0.399999810107415,xv,rql,lr,qe
yes,128616,1.94240210745219,e6,pzv,ow,2.7572967,1.38483381104017,3.74,gmp,1.3,vrm,0.399999810107415,pv,kcr,jl,oi
no,440802,1.52261113830268,e2,wto,kh,0.55360136,1.3209315731615,0,kvy,0,vrm,0.316233693171678,xv,ydq,lr,oi
no,464924,1.71181795719903,e2,wib,lz,3.9111031,1.30707373735466,3.61,kvy,0.6,vrm,0.316233693171678,xv,kcr,al,oi
yes,584025,2.25649088684496,e5,pzv,ls,1.6295345,1.42894527602834,2.45,kvy,0.2,vrm,0.547718551740173,xv,jle,lr,oi
no,540566,1.71248795488971,e2,wto,ow,1.1817758,1.34985409734085,3.61,kvy,0.6,vrm,0.316233693171678,xv,kcr,lr,oi
no,558046,1.96064114431815,e2,pzv,im,2.0151026,1.43393206525891,3.46,kvy,0.4,vrm,0.447214229441579,pv,kcr,lr,oi
no,58975,1.76621234122659,e2,wto,kh,0.69512641,1.41291275754896,3.16,kvy,0.2,vrm,0.374163042929554,pv,ydq,jz,oi
no,366371,1.8141666139231,e2,wto,ls,0.95708105,1.32879324686906,3.32,kvy,0.3,vrm,0.399999810107415,xv,ydq,lr,oi
no,307072,1.68383802719557,e3,wto,im,1.5459105,1.40841828741813,2.24,kvy,0.2,vrm,0.42378636625611,xv,ydq,al,oi
no,300525,1.86532798917336,e2,pzv,lz,0.30533968,1.38145354219017,3.74,gmp,0.1,vrm,0.374163042929554,gf,jle,al,oi
no,418466,1.69497098662596,e2,pzv,lz,2.5799822,1.328638048868,2.83,kvy,0,vrm,0.374163042929554,xv,jle,lr,qe
yes,354017,2.31795866909476,e2,pzv,kh,1.5109483,1.42894527602834,2.83,kvy,0.8,jtl,0.547718551740173,gf,ydq,lr,oi
no,551567,1.65357321257681,e2,wto,lz,1.8443783,1.38871426075343,3,kvy,0.1,vrm,0.316233693171678,xv,ydq,al,oi
no,27701,1.74722910106318,e2,wto,ls,0.42716125,1.33911357560023,3,gmp,1.6,vrm,0.374163042929554,xv,kcr,rk,oi
no,551990,1.96563340864072,e2,pzv,ls,4.8833592,1.33496779470652,3.32,kvy,1.5,vrm,0.387290745222102,xv,kcr,lr,qe
no,127089,1.82292053528432,e2,wto,kh,0.77146938,1.38601092046659,3.46,kvy,0.2,vrm,0.374163042929554,xv,ydq,lr,qe
no,371331,1.91133612303459,e2,pzv,lz,5.725838,1.3780273377427,3.61,kvy,0.3,vrm,0.399999810107415,pv,jle,jz,oi
no,352337,1.94763907064259,e2,wto,ow,3.8209883,1.39623315302532,3.74,kvy,0,vrm,0.399999810107415,xv,ydq,al,qe
yes,396970,1.74332676618805,e8,wto,ow,0.2015943,1.39750116090345,2.83,kvy,0,vrm,0.399999810107415,xv,ydq,lr,oi
no,188108,1.60615291862038,e2,wib,kh,1.9744019,1.36152336965101,2.83,kvy,0.1,vrm,0.316233693171678,pv,ydq,ey,qe
no,21507,1.44721300912745,e2,wib,kh,0.67232638,1.37749927457546,0,gmp,0.4,vrm,0.316072512997894,pv,kcr,jz,oi
no,543368,1.76566745189807,e2,wto,kh,2.3930159,0,3.61,gmp,0.1,vrm,0.316233693171678,xv,ydq,rk,oi
no,451804,1.61796914774295,e2,wto,im,4.7081283,1.35212910384574,3.16,kvy,0.1,vrm,0.316233693171678,xv,jle,al,oi
yes,145119,1.69861373755472,e1,wto,im,0.9696848,1.34116762319765,2.83,gmp,0.9,jtl,0.399999810107415,xv,jle,al,oi
no,263147,1.78940799925648,e2,wto,kh,1.9951839,1.37455921891742,3.61,kvy,0.2,vrm,0.316233693171678,xv,kcr,ey,oi
no,170351,1.83928682685948,e2,wto,im,2.7044561,1.3788221115358,3,kvy,0.3,vrm,0.374163042929554,gf,rql,lr,qe
no,556985,1.52066170905593,e2,wib,lz,1.8093083,1.28878200035278,1.73,kvy,0.3,vrm,0.316233693171678,pv,ydq,ry,oi
no,269893,1.68205734710723,e2,wto,lz,0.043902062,1.35212910384574,3.61,kvy,0.2,vrm,0.316233693171678,pv,jle,jz,oi
yes,209518,1.88243553797717,e2,wto,ow,0.25619122,1.3181193869898,3.61,kvy,0.3,jtl,0.316233693171678,pv,ydq,al,oi
no,251251,1.7097764996377,e2,wto,ls,2.4067339,1.32046917387133,2.83,kvy,0.2,vrm,0.399999810107415,li,kcr,al,oi
no,527316,1.61687634060328,e2,wib,ls,0.77536891,1.37442547314151,2.45,kvy,0.8,vrm,0.316072512997894,pv,ydq,ey,oi
no,532550,1.72807420223124,e2,wto,ls,0.7017069,1.39750116090345,2.83,kvy,0.4,vrm,0.374163042929554,xv,kcr,lr,oi
no,563498,1.64314868890135,e2,ldi,kh,1.0157892,1.41665867420198,2.83,kvy,0.8,vrm,0.374163042929554,xv,jle,lr,oi
